type,id,lat,lon,tag:access,tag:alt_name,tag:archaeological_site,tag:colour,tag:depth,tag:description,tag:discovery:date,tag:fixme,tag:height,tag:heritage,tag:heritage:operator,tag:historic,tag:historic:civilization,tag:image,tag:image:license,tag:indoor,tag:inscription,tag:inscription:en,tag:inscription:la,tag:inscription:pgl-Latn,tag:level,tag:loc_name,tag:location,tag:material,tag:moved,tag:moved:from,tag:moved_date,tag:moved_from,tag:moved_from:wikidata,tag:moved_to:wikidata,tag:name,tag:name:en,tag:name:ga,tag:note,tag:project,tag:ref,tag:ref:IE:ciic,tag:ref:IE:cpm,tag:ref:IE:nm,tag:ref:IE:smr,tag:ref:IE:ucc,tag:related:wikidata,tag:related:wikipedia,tag:sketchfab,tag:source,tag:source:inscription,tag:source:inscription:pgk-Latn,tag:source:inscription:pgl-Latn,tag:source:ref,tag:source_ref,tag:tourism,tag:url,tag:url:ogham3D,tag:url:sketchfab,tag:website,tag:width,tag:wikidata,tag:wikimedia_commons,tag:wikipedia
node,10652214543,52.1315518,-10.2160272,,,,,,First ogham stone ever to be recorded in Ireland.,,,,2,IE:smr:IE:nm,ogham_stone,,,,,,,,,,,,,,,,,,,,,,,,,,,221.46;10041,KE053-040,,,,ke053-040-emlagh-east-ogham-f71f242e7e614cfaa8265bf44f85837a,,,,,,,,,,https://skfb.ly/oMGS7,,,Q96377241,"File:CIIC 180. Emlagh East (IMLEACH DHÚN SÉANN), Co. Kerry.png",en:Emlagh East Ogham Stone
node,10656139839,52.0740165,-9.7458977,,,,,,,,,,2,IE:smr:IE:nm,ogham_stone,,,,,,,,,,,,,yes,,,,,,,,,seven stones,,,,,329,KE065-003009-;KE065-003010-;KE065-003007-;KE065-003005-;KE065-003008-;KE065-003002-;KE065-003006-,,,,,,,,,,,,,,,,,Q40889193,,en:Kilcoolaght East ogham stones
node,10709752679,53.7263566,-8.6974336,,,,,,,,,,2,IE:smr,ogham_stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA103-022----,,,,ma103-022-ballybeg-920aa00f87e64bd88fbd0eba5e3f8888,British War office map;Bing,,,,,,,,,https://sketchfab.com/3d-models/ma103-022-ballybeg-920aa00f87e64bd88fbd0eba5e3f8888,,,,,
node,11071324384,52.1664791,-10.4061674,,,,,,,,,,2,IE:smr,ogham_stone,,,,,CURCI MAQI MUC(COI) (V),,,,,,,,yes,,,,,Q56379441,CIIC 195,,,,ogham.link,,,,,KE042-165----,,,,,survey,,,,,,,,,,,,Q106680877,,
node,11071361392,51.893715,-8.4924208,,,,,,,,,,,,ogham_stone,,,,yes,C[A]SSITT[A/O]S MAQI MU[CO]I CALLITI,,,C[A]SSITT[A/O] MAQI MU[CO]I CALLITI,0,,,,yes,,,"Garranes, Co. Cork souterrain",,Q69379477,CIIC 81 / UCC 4,,,,ogham.link,,,,,CO074-148----,,,,,survey,,,information panel,,,,,,https://skfb.ly/oVOIH,,,Q106680733,,
node,11253027975,52.1664866,-10.4060895,,,,,,,,,,2,IE:smr,ogham_stone,,,,yes,,,,,,,,,yes,,,,,,,,,"group of several ogham stones, need to be separated",,,,,,KE042-166----;KE042-164----;KE042-167----;KE042-173----;KE042-180----,,,,,,,,,,,,,,,,,,,
node,11269073312,52.1267787,-10.3059383,,,,,,,,,,2,IE:smr,ogham_stone,,,,,MAQQI CUNITTI,,,,,,,,yes,,,,,,Ogham Stone Ballinrannig I,,,,,,,,,KE053-012004-,,Q130602255,en:List of National Monuments in County Kerry,,,,,,,,,,,,,,,,
node,11269073313,52.1267655,-10.3060131,,,,,,,,,,2,IE:smr,ogham_stone,,,,,BROINIONAS,,,,,,,,yes,,,,,,Ogham Stone Ballinrannig IV,,,,,,,,,KE053-012007-,,Q130602118,en:List of National Monuments in County Kerry,,,,,,,,,,,,,,,,
node,11269073314,52.1267822,-10.3060068,,,,,,,,,,2,IE:smr,ogham_stone,,,,,MAQQI-ERCCIA MAQQI MUCOI DOVINIA,,,,,,,,yes,,,,,,Ogham Stone CIIC 175. Burnham West,,,,,,,,,KE053-012001-,,Q6591476,en:List of National Monuments in County Kerry,,,,,,,,,,,,,,,,
node,11269073315,52.1267751,-10.305964,,,,,,,,,,2,IE:smr,ogham_stone,,,,,DUBONIRRAS MAQQI TENAC(I),,,,,,,,yes,,,,,,Ogham Stone Ballinrannig II,,,,,,,,,KE053-012005-,,Q130602277,en:List of National Monuments in County Kerry,,,,,,,,,,,https://skfb.ly/oMGSv,,,,,
node,11269073316,52.1267708,-10.305989,,,,,,,,,,2,IE:smr,ogham_stone,,,,,NAVVICAS MAQI MUCOI DOVVINAS,,,,,,,,yes,,,,,,Ogham Stone Ballinrannig III,,,,,,,,,KE053-012006-,,Q130602052,en:List of National Monuments in County Kerry,,,,,,,,,,,,,,,,
node,11269119003,52.1278156,-10.2433408,,,,,,,,move to their respective correct location; HEV only says that they're arranged in a circle with one placed centrally,,2,IE:smr,ogham_stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,KE053-033008-,,,,,,,,,,,,,,https://skfb.ly/o7YDL,,,,,
node,11269119004,52.1277008,-10.2432032,,,,,,,,move to their respective correct location; HEV only says that they're arranged in a circle with one placed centrally,,2,IE:smr,ogham_stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,KE053-033011-,,,,,,,,,,,,,,https://skfb.ly/o7YDD,,,,,
node,11269119005,52.1278572,-10.2431079,,,,,,,,move to their respective correct location; HEV only says that they're arranged in a circle with one placed centrally,,2,IE:smr,ogham_stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,KE053-033009-,,,,,,,,,,,,,,https://skfb.ly/o7YDI,,,,,
node,11269119006,52.1278094,-10.2430595,,,,,,,,move to their respective correct location; HEV only says that they're arranged in a circle with one placed centrally,,2,IE:smr,ogham_stone,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,KE053-033006-,,,,,,,,,,,,,,https://skfb.ly/o7YDW,,,,,
node,11269119007,52.1277402,-10.2430849,,,,,,,,move to their respective correct location; HEV only says that they're arranged in a circle with one placed centrally,,2,IE:smr,ogham_stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,KE053-033012-,,,,,,,,,,,,,,https://skfb.ly/oEyCM,,,,,
node,11269119008,52.1278734,-10.2432184,,,,,,,,move to their respective correct location; HEV only says that they're arranged in a circle with one placed centrally,,2,IE:smr,ogham_stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,KE053-033007-,,,,,,,,,,,,,,https://skfb.ly/o7YDO,,,,,
node,11269119009,52.1277098,-10.2432839,,,,,,also has a Latin cross on it,,move to their respective correct location; HEV only says that they're arranged in a circle with one placed centrally,,2,IE:smr,ogham_stone,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,KE053-033013-,,,,,,,,,,,,,,https://skfb.ly/oF8P7,,,,,
node,11269119010,52.1277724,-10.2431909,,,,,,,,move to their respective correct location; HEV only says that they're arranged in a circle with one placed centrally,,2,IE:smr,ogham_stone,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,KE053-033010-,,,,,,,,,,,,,,https://skfb.ly/oMGSt,,,,,
node,11269119011,52.1277655,-10.2433317,,,,,,,,move to their respective correct location; HEV only says that they're arranged in a circle with one placed centrally,,2,IE:smr,ogham_stone,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,KE053-033005-,,,,,,,,,,,,,,https://skfb.ly/oMGS9,,,,,
node,11269165789,52.0744342,-7.8476737,,,,,,,,move to exact location,,,,ogham_stone,,https://ogham.celt.dias.ie/resources/sites/Dromore/266._Dromore_I/266._Dromore_I_thumb.jpg,,,"᚛ᚉᚑᚂᚂᚐᚁᚑᚈ ᚋᚒᚉᚖ ᚂᚒᚌᚐ ᚋᚐᚊᚔ ᚂᚑᚁᚐᚉᚉᚑᚅᚐ᚜COLLABOT MUCOI LUGA MAQI LOBACCONA""Of Cóelub of the tribe of Lug, son of Lubchú",,,,,,,,,,,,,,,,,,,,,,,WA029-042003-,,,,,,,,,,,,,https://ogham.celt.dias.ie/stone.php?lang=en&site=Dromore&stoneinfo=inscription&stone=266._Dromore_I,,,,,,
node,11269165790,52.0743959,-7.8476997,,,,,,,,move to exact location,,,,ogham_stone,,,,,᚛ᚋᚓᚇᚒᚄᚔ ᚋᚒᚉᚖ ᚂᚒᚌᚐ᚜ MEDUSI MUCOI LUGA) Medusi of the tribe of Lug,,,,,,,,,,,,,,,,,,,,,,,WA029-042006-,,,,,,,,,,,,,https://ogham.celt.dias.ie/stone.php?lang=en&site=Dromore&stone=267._Dromore_II,,,,,,
node,11558269687,52.0035443,-8.5371333,,,,,,,,,,2,IE:smr,ogham_stone,,,,,,,,,,,,,,,,,,,Long Stone,,,,,,,,,CO052-014----,,,,,British War office map;Bing,,,,,,,,,,,,,,
node,11574593297,51.9814556,-8.7975611,,,,,,,,,,2,IE:smr,ogham_stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO061-187----,,,,,British War office map;Bing,,,,,,,,,,,,,,
node,11575064111,51.9521517,-8.8152966,,,,,,,,,,2,IE:smr,ogham_stone,,,,,,,,,,,,,,,,,,,St. Olan's Cap,,,,,,,,,CO061-080005-,,,,,,,,,,,,,,,,,,,
node,11677109638,52.2758257,-9.6430769,,,,,,,,,,2,IE:smr,ogham_stone,,,,,CCICAMINIvac. MAQ/Q[/I] C[A]TTINI,,,,,,,,yes,,,,,Q40888587,CIIC 153 (Ballinrannig VI),,,,ogham.link,,,,,KE042-057011-,,,,,survey,,,,,,,,,https://skfb.ly/oRynM,,,Q106680820,File:CIIC_153_Ballinrannig_VI.jpg,
node,11677113764,52.2758307,-9.6430461,,,,,,,,,,2,IE:smr,ogham_stone,,,,,G̣/̣Ḷ[U]BB[IA]S MAQQ[I]/ [D(?)]N/ỊẠ?̣S,,,,,,,,yes,,,,,Q40888587,CIIC 152 (Ballinrannig V),,,,ogham.link,,,,,KE042-057010-,,,,,survey,,,,,,,,,https://skfb.ly/oRBCy,,,Q106680819,File:CIIC_152_Ballinrannig_V.jpg,
node,11952692355,53.8962144,-8.6749037,,,,,,,,,,,,ogham_stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British War office map,,,,,,,,,,,,,,
node,11955662684,51.8937282,-8.492376,,,,red,0.47,,,,,,,ogham_stone,,,,yes,,,,BRANI MAQQI MU[ ]C...,0,,,sandstone,yes,,,"Knockshanawee, Co. Cork souterrain",Q69383268,,UCC 6,,,,,,116,,,,6,,,,survey,,,,,,,,,,,0.38,Q70382438,,
node,11955662685,51.8937317,-8.4923642,,,,,0.62,,,,,,,ogham_stone,,,,yes,,,,UCANAVVI MAQ[ ] LUGUN[I],0,,,,yes,,,"Knockshanawee, Co. Cork souterrain",,,UCC 27,,,,,,,,,CO074-138----,,,,,survey,,,,,,,,,,,0.23,Q70885739,Category:CIIC 112 (Ogham Stone Concept by RAS Macalister),
node,11955670771,51.8937168,-8.4922616,,,,,0.39,,,,,,,ogham_stone,,,,yes,,,,CULRIGANI MAQI MENUMAQ...,0,,,,,,,"Knockshanawee, Co. Cork souterrain",,,UCC 2,,,,,,,,,,,,,,survey,,,,,,,,,,,0.28,,,
