type,id,lat,lon,tag:access,tag:access:conditional,tag:addr:city,tag:alt_name,tag:alt_name:en,tag:alt_name:etymology:wikidata,tag:alt_name:ga,tag:alt_name_1,tag:alt_name_2,tag:amenity,tag:area,tag:barrier,tag:bubbleid,tag:building,tag:check_date,tag:covered,tag:demolished,tag:denomination,tag:description,tag:description1,tag:disused,tag:disused:amenity,tag:disused:man_made,tag:drinkable:cup,tag:drinking_water,tag:fixme,tag:genus,tag:heritage,tag:heritage:operator,tag:heritage:website,tag:historic,tag:holy_well:cures:wikidata,tag:image,tag:intermittent,tag:landuse,tag:leisure,tag:level,tag:loc_name,tag:loc_name:etymology,tag:loc_name:etymology:wikidata,tag:locality,tag:logainm:ref,tag:man_made,tag:mapillary,tag:name,tag:name:1839,tag:name:de,tag:name:en,tag:name:etymology,tag:name:etymology:wikidata,tag:name:etymology:wikipedia,tag:name:ga,tag:name:ie,tag:natural,tag:note,tag:old_name,tag:old_name:etymology:wikidata,tag:operator,tag:patron_day,tag:place_of_worship,tag:pump,tag:ref:IE:niah,tag:ref:IE:nm,tag:ref:IE:smr,tag:religion,tag:saint:name,tag:service_times,tag:sketchfab,tag:source,tag:source:alt_name,tag:source:description,tag:source:name,tag:source:place_of_worship,tag:subject:wikidata,tag:subject:wikipedia,tag:survey:date,tag:tourism,tag:url:sketchfab,tag:was:amenity,tag:was:name,tag:was:natural,tag:was:place_of_worship,tag:was:service_times,tag:water,tag:water_source,tag:website,tag:well:cure,tag:wheelchair,tag:wikidata,tag:wikimedia_commons,tag:wikipedia
node,11248355857,54.0192828,-9.4129774,,,,,,,,,,place_of_worship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Patrick's well,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11265582603,53.7727851,-7.0963848,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Patrick's Well,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11266790887,53.7867306,-6.9556224,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,ME010-042----,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11278393167,53.4530333,-6.843439,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,11338813091,54.0065615,-8.1953146,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Toberpatrick,,,,,,,,,spring,,,,,,holy_well,,,,RO006-017----,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11349776963,52.378779,-7.927368,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,check location,,2,IE:smr,,,,,,,,,,,,,,,,Lady's Well,,,,,,,,,spring,,,,,,holy_well,,,,TS075-048004-,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11366372192,53.5613395,-6.1457831,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Lady Well,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,11367131583,53.4308694,-6.3030222,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Margaret's Well,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11435876055,54.3873111,-6.9839181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Muadain's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,11480678586,54.17819,-7.181679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. John's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,11489108171,54.0063075,-6.6901991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tober Bridget,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11498273809,54.1295822,-6.9551021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11543911399,52.6871141,-6.4455923,,,,,,,,,,place_of_worship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Brigid's Well,,,,,Q80979,,,,spring,,,,,,holy_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q32263891,,
node,11559849019,51.915715,-8.7114957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunday's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,11559849020,51.9157084,-8.7110692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lady's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,11560011784,51.8928893,-8.8953723,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Tobertemple,,,,,,,,,spring,,,,,,holy_well,,,,CO071-103----,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11575264319,52.9824703,-7.168469,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Toberloughra,,,,,,,,,spring,,,,,,holy_well,,,,LA019-010----,,,,,British war office map;Esri Clarity,,,,,,,,,,,,,,,,,,,,,,
node,11592817295,52.0020928,-8.6551827,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,11611956055,51.9933833,-8.4922922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunday's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11616125824,51.9806461,-8.7811554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Bartholomew's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,British War office map;Bing,,,,,,,,,,,,,,,,,,,,,,
node,11624825492,51.922329,-8.5330188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11638947772,51.7806291,-8.5351726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunday's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11646573798,51.8870477,-8.79657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunday's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11650782047,51.8188979,-8.904819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,11654700923,51.846275,-8.8654867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11654758956,51.7471298,-8.8827762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,11662827630,54.3243875,-5.6773762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Patrick's Wells,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,British War office map,,,,,,,,,,,,,,,,,,,,Q2357218,,en:Struell Wells
node,11662827631,54.3241814,-5.6771321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Patrick's Wells,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,British War office map,,,,,,,,,,,,,,,,,,,,Q2357218,,en:Struell Wells
node,11674332717,51.9351935,-9.1526896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toberabban,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11685785252,52.3043803,-9.6086234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tobernagran,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11737901245,52.5977288,-8.7083725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Patrick's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,british war office map;Esri Clarity,,,,,,,,,,,,,,,,,,,,,,
node,11737938563,52.661171,-8.6029883,,,,Saint Patrick's Well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Patrick's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,British War office map;Esri Clarity,,,,,,,,,,,,,,,,,,,,,,
node,11737944043,52.3242271,-6.6530226,,,,Saint Munn's Well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Munn's Well,,,,,,,,,spring,,Tobermunna,,,,holy_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11739531139,53.986945,-9.3265598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11746601400,53.630438,-8.6163323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tobernambraher,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,11746601447,53.6254996,-8.6458703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,British war office map;OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,11750774242,53.7065836,-8.8293882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Brigid's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map;Bing,,,,,,,,,,,,,,,,,,,,,,
node,11750799798,53.7484047,-8.8068046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,St. Patrick's Font,,,,holy_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11750799842,53.7465291,-8.8033855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Patrick's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,British War office map;Bing;OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,11750804219,53.970426,-8.3096699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Patrick's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11750962860,52.4176161,-8.818747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Our Lady's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11751438369,53.7645173,-9.4652269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11751553556,53.6431505,-8.7602114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,British War office map;Bing,,,,,,,,,,,,,,,,,,,,,,
node,11751578989,53.5548012,-8.5445996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toberaneanbrick,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,British War office map;Bing,,,,,,,,,,,,,,,,,,,,,,
node,11751672875,53.8033633,-8.7600566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11751673018,53.8037324,-8.8144231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kilronan Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11751749812,52.4537731,-8.9205146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunday Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11751749826,52.454277,-8.9203547,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,Lady's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,British War office map;aerial imagery,,,,,,,,,,,,,,,,,,,,,,
node,11751749872,52.454215,-8.9188132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Patrick's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11752574103,53.5836239,-7.7999067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tober Patrick,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,11752575603,53.8580463,-7.462053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Patrick's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11752581583,53.6118633,-7.751281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kilbally Holy Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,11752592088,53.6616044,-7.6970896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Brigid's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,11752627235,53.8208116,-6.5341991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toberpatrick,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,11752627250,53.8253334,-6.5467787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Patrick's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,11753800536,53.9772615,-6.5503326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Patrick's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,11754049641,53.8053249,-9.1324309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tobermurry,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,11755129810,53.4780541,-8.4723553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Brigid's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,11755191458,52.1624487,-7.3285621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Bernard's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,11755206081,52.169329,-7.3070133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Martin's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,11756824097,53.9850872,-7.7368024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11756849123,53.7607843,-6.8428182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Patrick's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,British War office map;aerial imagery,,,,,,,,,,,,,,,,,,,,,,
node,11800340916,53.6351072,-9.2242128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Patrick's Well,,,,,,,,,spring,,,,,March 17,holy_well,,,,,,,,,British War office map;Bing,,,,,Q165479,en:Saint Patrick,,,,,,,,,,,,,,,,
node,11801892368,53.5315671,-9.0841681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loughlee Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,British War office map;Bing,,,,,,,,,,,,,,,,,,,,,,
node,11902014514,53.5862401,-9.115907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toberpatrick,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,11909673478,54.1767253,-9.2475379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tobernasool,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11910816478,53.9978182,-9.0732077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toberarloon,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,11922511439,52.7926754,-6.3990182,,,,St. Patrick's Well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Patrick's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,British war office map;Bing,,,,,,,,,,,,,,,,,,,,,,
node,11935323912,54.1688109,-9.144529,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tobermurry,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11942593399,52.7262158,-7.2710769,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,"difficult to access, but was regularly used in the 1960s and 1970s by the family living to the east and the blacksmith Jack Cantwell (RIP) to the northeast (Smithy marked on BWO map). Water rising in bubbles from the ground and coming from under a stone.",,,,,,,,,,,,,,,,,,,,,,,,,,Trinity Well,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,local knowledge;survey,,,,,,,2024-05-29,,https://skfb.ly/oVvG7,,,,,,,,,,,Q126374490,File:Trinity Well.jpg,
node,11949893765,54.2048916,-9.3557033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bride's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition;Bing,,,,,,,,,,,,,,,,,,,,,,
node,11952696493,53.8961844,-8.674905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tobernabochilla,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,British War office map;Bing,,,,,,,,,,,,,,,,,,,,,,
node,11953616632,53.8710213,-9.2648166,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Tobernatran,,,,,,,,,spring,"described as a ""blessed well"" in schools' collection and as ""coffin shaped"", also mentions a bullaun stone where St Patrick knelt",,,,,holy_well,,,,MA078-006002-,,,,,OS 1st edition;https://duchas.ie/en/cbes/4427946/4359807/4464689;https://duchas.ie/en/cbes/4427807/4345968/4505584,,,,,,,,,,,,,,,,,,,,,,
node,11953728420,53.9220641,-9.2673326,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Tobergal,,,,,,,,,spring,,,,,,holy_well,,,,MA069-002----,,,,,OS 1st edition;Bing,,,,,,,,,,,,,,,,,,,,,,
node,11973547846,52.8285683,-7.1190579,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,St. Longory's Well,,,,,,,,,spring,,,,,,holy_well,,,,LA036-002003-,,,,,British war office map;https://duchas.ie/en/cbes/4758570/4755781/4824024;aerial imagery;https://duchas.ie/en/cbes/4758573/4755905/4923018;https://duchas.ie/en/cbes/4770045/4768975/4819053,,,British war office map,,,,,,https://skfb.ly/pvzGB,,,,,,,,,,,Q133806076,,
node,11983649204,52.6103138,-6.9186474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lady Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,British war office map;local knowledge,,,,,,,,,,,,,,,,,,,,,,
node,12010040027,52.320829,-7.2688733,,,,St. Bridget’s Well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St Thomas' Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,,Murphy/Fripps: Grange (2001),,,,,,,,,,,,,,,,,,,Q126486300,,
node,12015630647,52.4410735,-7.2246427,,,,,,,,,,,,,,,,,,,The holy well is in a hollow of the tree.,,,,,,,,Platanus,,,,,,,,,,,,,,,,,,,,,,,,,,,tree,,,,,,holy_well,,,,,,,,,,,,,Pádraig Ó Dálaigh: The holy wells of County Kilkenny,,,,,,,,,,,,,,,,Q126918993,,
node,12023726123,52.2913415,-7.2292559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tober Kieran,,,,,,,Tobar Chiaráin,,spring,,,,,,holy_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q126665980,,
node,12023823000,53.7264196,-6.8877371,,,,,,,,,,place_of_worship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Colmcille's Well,,,,,,,Tobar Naomh Colmcille,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12048063861,53.8212819,-9.0592146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St Patrick's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12051473507,54.347201,-6.6715755,,,,,,,,,,place_of_worship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Patrick's Well,,,,,,,,,,,,,,,holy_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12053117963,53.7065185,-8.8294458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Brigid's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map;Bing,,,,,,,,,,,,,,,,,,,,,,
node,12070717238,53.5579051,-9.1516147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map;Bing,,,,,,,,,,,,,,,,,,,,,,
node,12081883704,53.5826272,-9.4180942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Briget's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS last edition map,,,,,,,,,,,,,,,,,,,,,,
node,12081883705,53.582194,-9.4189417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tobermurry,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS last edition map,,,,,,,,,,,,,,,,,,,,,,
node,12120843670,52.4862428,-7.3173027,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,IE:smr,,fulacht_fia,,,,,,,,,,,,,,,Spa Well,,,,,,,,,,,,,,holy_well,,,,KK031-010----,,,,,local knowledge (land owner),,,,,,,,,,,,,,,,,,,,,,
node,12157449637,53.6143591,-9.2374957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tobermurry,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map;Bing,,,,,,,,,,,,,,,,,,,,,,
node,12213841421,53.3484675,-6.6524604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12242106206,53.938033,-8.5084129,,,,,,,,,,place_of_worship,,,,,,,,,,,,,,,,,,2,IE:smr;IE:niah,,,,,,,,,,,,,,water_well,,Saint Attracta's Well,,,,,,,,,,,,,,,holy_well,,32321006,,SL046-013001-,christian,,,,,,,,,Q4072290,,,,,,,,,,,,,,,Q33093096,,
node,12249148045,53.1094971,-6.6345696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. John's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map;Bing,,,,,,,,,,,,,,,,,,,,,,
node,12253993800,53.2877874,-6.6043888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lady's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12319476887,54.0254112,-6.4284315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. John's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12331250194,52.0988209,-8.7762918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Abigail's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,British War office map;OS 1st edition map,,,,,,,,,,,,,,,,,,,,,File:St Abigal's Holy Well - geograph.org.uk - 561918.jpg,
node,12331278648,52.4175816,-8.445298,,,,Tober Gobnait,,,,,,,,,,,,,,,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Deborah's Well,,,,,Q5575577,,,,spring,,,,,,holy_well,,,,LI040-110----,,,,,British war office map,,,,,,,,,,,,,,,,,,,,,,
node,12331299543,52.1213734,-7.6438185,,,,Toberapboona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tobergobnet,,,,,Q5575577,,,,spring,,,,,,holy_well,,,,WA031-001003-,,,,,British war office map,,,,,,,,,,,,,,,,,,,,,,
