type,id,lat,lon,tag:access,tag:access:conditional,tag:addr:city,tag:alt_name,tag:alt_name:en,tag:alt_name:etymology:wikidata,tag:alt_name:ga,tag:alt_name_1,tag:alt_name_2,tag:amenity,tag:area,tag:barrier,tag:bubbleid,tag:building,tag:check_date,tag:covered,tag:demolished,tag:denomination,tag:description,tag:description1,tag:disused,tag:disused:amenity,tag:disused:man_made,tag:drinkable:cup,tag:drinking_water,tag:fixme,tag:genus,tag:heritage,tag:heritage:operator,tag:heritage:website,tag:historic,tag:holy_well:cures:wikidata,tag:image,tag:intermittent,tag:landuse,tag:leisure,tag:level,tag:loc_name,tag:loc_name:etymology,tag:loc_name:etymology:wikidata,tag:locality,tag:logainm:ref,tag:man_made,tag:mapillary,tag:name,tag:name:1839,tag:name:de,tag:name:en,tag:name:etymology,tag:name:etymology:wikidata,tag:name:etymology:wikipedia,tag:name:ga,tag:name:ie,tag:natural,tag:note,tag:old_name,tag:old_name:etymology:wikidata,tag:operator,tag:patron_day,tag:place_of_worship,tag:pump,tag:ref:IE:niah,tag:ref:IE:nm,tag:ref:IE:smr,tag:religion,tag:saint:name,tag:service_times,tag:sketchfab,tag:source,tag:source:alt_name,tag:source:description,tag:source:name,tag:source:place_of_worship,tag:subject:wikidata,tag:subject:wikipedia,tag:survey:date,tag:tourism,tag:url:sketchfab,tag:was:amenity,tag:was:name,tag:was:natural,tag:was:place_of_worship,tag:was:service_times,tag:water,tag:water_source,tag:website,tag:well:cure,tag:wheelchair,tag:wikidata,tag:wikimedia_commons,tag:wikipedia
node,9387976815,52.7109591,-7.5886291,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Saint Patrick's Well,,,,,Q165479,,,,spring,,,,,,holy_well,,,,TS043-002----,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9395154838,52.5899884,-7.5265896,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9433331068,52.0434414,-8.2586019,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,St Bartholomews Well,,,,,Q43982,,,,spring,,,,,,holy_well,,,,CO044-046----,christian,,,,,,,,,,,,,,,,,,,,,,,,,File:St. Bartholomews Holy Well (geograph 3090257).jpg,
node,9490987455,53.3249295,-6.2277156,,,,,,,,,,,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,no,,,,,,,,,,,Saint Broc's Well,,,,,Q2476943,en:Saint Brioc,,,spring,not on Sites & Monuments Records,,,,,holy_well,,,,,christian,,,,survey,,,,,,,,,,,,,,,,,,,,,File:Saint Broc's Holy Well.jpg,
node,9503561648,53.0287746,-8.6724456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,9505528946,52.5306155,-7.9953285,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Tobernaglory,,,,,,,,,spring,,,,,,holy_well,,,,TS060-017002,christian,,,,British War office map,,,,,,,,,,,,,,,,,,,,Q122331699,,
node,9506007098,52.5306212,-8.0989972,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Tobermacduagh,,,,,,,,,spring,,,,,,holy_well,,,,TS059-024002-,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9511721607,52.4465432,-7.7796507,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,St Nicholas' Well,,,,,Q44269,,,,spring,,,,,,holy_well,,,,TS069-060002,christian,,,,,,,,,,,,,,,,,,,,,,,,Q122331680,,
node,9557342698,52.3153674,-7.9497349,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,St. Kieran's Well,,,,,,,,,spring,,,,,,holy_well,,,,TS081-053----,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9560932446,52.5918795,-6.9935724,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Toberkyle,,,,,Q55046728,,,,spring,,,,,,holy_well,,,,KK025-021,,,,,,,,British War Office map,,,,,,,,,,,,,,,,,Q122304728,,
node,9567072196,52.4081019,-7.9924625,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,St. Peakaun's Well,,,,,,,,,spring,,,,,,holy_well,,,,TS075-023005-,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9582841568,52.4169432,-8.1877917,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,St. John's Well,,,,,Q40662,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9590946150,52.0259305,-8.9558376,,,,St John's Well,,,,,,,,,,,,,,,"One of three Holy Wells named St. Johns Well, on Musheramore, this one on the R2758",,,,,,,,,,,,,,,,,,,,,,,,water_well,,Saint John's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9592266619,52.4670418,-8.1982746,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,TS066-065----,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9642920600,52.6044322,-7.9546675,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Saint John's Well,,,,,Q40662,,,,spring,,,,,,holy_well,,,,TS046-049----,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9652412407,52.5804394,-8.1593469,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Lady's Well,,,,,Q345,,,,spring,,,,,,holy_well,,,,TS051-004----,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9653742854,52.5892347,-8.1232604,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Lady's Well,,,,,Q345,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9662528145,52.8743688,-8.8129449,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9666643901,53.8592795,-8.9917141,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Tober Kevna,,,,,,,,,spring,,,,,,holy_well,,,,MA080-014001-,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9666676952,54.0668872,-9.078556,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Tober Patrick,,,,,Q165479,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9667628228,54.090491,-8.3196491,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Tobernagrania,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9668878994,54.6255853,-8.5405612,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Toberkieran,,,,,,,,,spring,,,,,,holy_well,,,,DG097-019003,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9670406819,52.6878523,-8.7231553,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint John's Well,,,,,Q40662,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9670583054,52.7450995,-9.5567885,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Toberruhnorindowan,,,,,,,,,spring,,,,,,holy_well,,,,CL046-003003,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9670707330,51.7185443,-9.4012901,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Saint Bartholomew's Well,,,,,Q43982,,,,spring,,,,,,holy_well,,,,CO105-028----,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9671922357,53.7115075,-7.3200864,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Lady's Well,,,,,Q345,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9672289779,53.637495,-7.5491846,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Dermot's Well,,,,,Q2272588,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9676544702,52.5417382,-8.1360358,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Saint James' Well,,,,,Q43999,,,,spring,,,,,,holy_well,,,,TS059-015----,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9683504652,52.5422047,-7.9754439,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Killeen Well,,,,,Q5120027,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9690658976,52.7918908,-8.8126659,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,British War office map;Esri World Imagery,,,,,,,,,,,,,,,,,,,,,,
node,9724098316,53.0506649,-9.0439542,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,St. Fachnant's Holy Well,,,Tobernafiaghanta,,Q7401223,,,,spring,"logainm translates the name as ""Well of the Hunters""",,,,,holy_well,,,,CL010-026001,christian,,,,,,,,,,,,attraction,,,,,,,,,,,,,,
node,9739675249,51.9047276,-8.4723059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_well,,Lady's Well,,,,,Q345,,,,,,,,,,holy_well,,,,CO074-062----,,,,,,,,,,,,,,,,,,,,,,,,,Q30161022,"Category:Ladys Well Grotto, Cork",
node,9758960160,52.962061,-7.0745534,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Toberneeve,,,,,,,,,spring,,,,,,holy_well,,,,LA019-030001-,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9758960161,52.9618001,-7.0746717,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Tobernasool,,,,,,,,,spring,,,,,,holy_well,,,,LA019-030002-,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9763836795,52.7692552,-7.7950037,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Lady's Well,,,,,Q345,,,,spring,,,,,,holy_well,,,,,christian,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,9779744740,52.7673906,-7.8991753,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Toberlahan,,,,,,,,,spring,,,,,,holy_well,,,,TN035-001----,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9809571201,53.0478051,-7.9748833,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,St. Francis' Well,,,,,Q676555,,,,spring,,,,,,holy_well,,,,TN008-012----,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9848447165,53.1086433,-8.0485019,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Saint Kieran's Well,,,,,,,,,spring,,,,,,holy_well,,,,TN004-007001,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9860082243,52.7432647,-8.4200496,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,TN031-010002-,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9904197386,52.8666751,-8.3794168,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Patrick's Well,,,,,Q165479,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9910598721,54.4722569,-8.2120048,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Toberpatrick,,,,,Q165479,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9968293730,53.9309321,-7.7927104,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Creigharee's Well,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,9968728554,53.9550667,-7.66283,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Patrick's Well,,,,,Q165479,,,,spring,,,,,,holy_well,,,,,christian,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,9969553204,53.9640698,-7.6383063,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Patrick's Well,,,,,Q165479,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9981375898,52.8349488,-6.2593854,,,,,,,,,,place_of_worship,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,Bride's Well,,,,,,,,,,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9995390578,54.0240495,-7.8350342,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Saint Kieran's Well,,,,,,,,,spring,,,,,,holy_well,,,,LE025-091,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10009186152,54.0549481,-7.9671344,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Patrick's Well,,,,,Q165479,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10009450906,54.037726,-7.9003581,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Patrick's Well,,,,,Q165479,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10019017329,54.0688102,-7.8004319,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Bridget's Well,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,British War office map; OS 2nd edition map,,,,,,,,,,,,,,,,,,,,,,
node,10054754748,54.2276909,-8.2050061,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,St Mary's Well,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,OS 2nd edition map,,,,,,,,,,,,,,,,,,,
node,10102140589,54.1411684,-7.7013275,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Toberpatrick,,,,,Q165479,,,,spring,,,,,,holy_well,,,,,christian,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,10119115405,53.8633584,-7.1748859,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,10133758185,54.8055393,-7.7053642,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,10133890843,54.4829729,-8.1894064,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10133890844,54.4825584,-8.1891033,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Toberpatrick,,,,,Q165479,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10134067632,54.4970878,-8.1855494,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10135436447,54.9597922,-7.4743885,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Boyne's Well,,,,,Q4848737,en:Baithéne mac Brénaind,,,spring,,,,,,holy_well,,,,DG055-015,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10147755206,54.0379024,-7.532807,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Tober Patrick,,,,,Q165479,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10160231166,53.9790724,-7.4146396,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Saint Felimps Well,,,,,Q4482461,,,,spring,,,,,,holy_well,,,,CV025-072,christian,,,,,,,,,,,,,,,,,,,,,,,,Q122331727,,
node,10174300710,53.9169193,-8.4563962,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Patrick's Well,,,,,Q165479,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10218536712,53.774337,-7.8965279,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Barry's Well,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10218809119,54.5525829,-6.9391724,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,King James's Well,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,British War office map,,,,,,,,,,,,,,,,,,,
node,10222529629,53.9671506,-7.5234675,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,10222566864,53.9614338,-7.5083077,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,10224594332,53.9665321,-6.9484609,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Anne's Well,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,10235923924,53.9300005,-7.324167,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10239948412,53.7767605,-7.2221616,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Patrick's Well,,,,,Q165479,,,,spring,,,,,,holy_well,,,,,christian,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,10241095866,53.9186301,-7.2559977,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Patrick's Well,,,,,Q165479,,,,spring,,,,,,holy_well,,,,,christian,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,10249441800,53.8088319,-7.0767054,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Patrick's Well,,,,,Q165479,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10251520756,53.857667,-7.1390165,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Toberpatrick,,,,,Q165479,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10253817600,53.8816216,-7.075941,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Tober Altan,,,,,,,,,spring,,,,,,holy_well,,,,CV033-016,christian,,,,,,,,,,,,,,,,,,,,,,,,Q122331714,,
node,10254116996,53.892904,-6.790967,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10268584092,53.5295813,-8.1324027,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Toberlurgan,,,,,,,,,spring,,,,,,holy_well,,,,RO045-075001,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10289925733,53.4936691,-8.0364347,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Patrick's Well,,,,,Q165479,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10302645891,53.3689339,-7.9394165,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,St Brigid's Well,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10304650879,53.3988646,-8.0291712,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Bridget's Well,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10309372816,53.3200018,-8.1461585,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Kilbegly Well,,,,,Q104338937,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10311450113,53.3843907,-8.1457208,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,St. Ronan's Well,,,,,Q510178,,,,spring,,,,,,holy_well,,,,RO051-072001,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10462529414,53.544439,-8.2318207,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,St. Patrick's Well,,,,,Q165479,,,,spring,,,,,,holy_well,,,,RO044-013001,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10544065862,52.3975027,-7.3800843,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,KK034-032007,christian,,,https://skfb.ly/pssUC,,,,,,,,,,,,,,,,,,,,,Q122302608,"Category:St. Kieran’s Well, Whitechurch",
node,10552859018,53.5460515,-8.0489928,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,https://webservices.archaeology.ie/arcgis/rest/services/NM/NationalMonuments/MapServer/0/115853/attachments/3410,,,,,,,,,,,,St. John's Well,,,,,Q40662,,,,spring,,,,,,holy_well,,,,RO045-056002,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10555542021,53.5461015,-6.3304916,,,,St. Michael's Well,,,,,,,,,,,,,,,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,St. Macullin's Well,,,,,Q107501699,en:Macculind,,,spring,"Macullin(d) seems to be a Dublin saint, there is only one other graveyard associated with him in Dublin",,Q45581,,,holy_well,,,,DU007-001002,,,,,,duchas.ie,,National monuments service;British War office map,,,,,,,,,,,,,,,,,,,
node,10557579386,53.5917566,-8.1706041,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Catherine's Well,,,,,Q179718,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10571540723,52.8017917,-6.7714995,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,CW008-042----,christian,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,10579420075,52.859687,-7.3237367,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Lady's Well,,,,,Q345,,,,spring,,,,,,holy_well,,,,KK001-003,,,,,British War office map,,,,,,,,,,,,,,,,,,,,Q126388499,,
node,10592180210,53.6713372,-6.3288559,,,,St. Columcille's Well,,Q236326,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,,,,,,,,,,,,,,,,,Calliaghstown Well,,,,,,,,,spring,,,,,,holy_well,,,637,ME027-011002,christian,,,,,,,,,,,,,,,,,,,,,,,,Q28232203,,en:Calliaghstown Well
node,10592403405,53.7028993,-6.4485079,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,St. Bernard's Well,,,,,Q188411,,,,spring,,,,,,holy_well,,,,ME020-016003,christian,,,,british War Office map,,,,,,,,,,,,,,,,,,,,Q122310018,,
node,10592836237,53.7172692,-6.5432123,,,,Tober Patrick,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,St. Patrick's Well,,,,,Q165479,,,,spring,,,,,,holy_well,,,,ME019-060018,christian,,,,,,,,,,,,,,,,,,,,,,,,Q122310124,,
